"","ligand","receptor","source","PMIDs"
"1","A2M","LRP1","fantom5,HPMR,HPRD","10652313"
"2","AANAT","MTNR1A","fantom5,HPMR","12943195"
"3","AANAT","MTNR1B","fantom5,HPMR","12943195"
"4","ACE","AGTR2","HPRD,fantom5","11459796"
"5","ACE","BDKRB2","HPRD,fantom5","10748135"
"6","ACTR2","ADRB2","reactome",""
"7","ACTR2","LDLR","reactome",""
"8","ACTR2","LRP2","reactome",""
"9","ADAM10","AXL","fantom5,HPRD","7822279"
"10","ADAM10","EPHA3","fantom5,HPRD","16239146"
"11","ADAM12","ITGA9","HPMR,fantom5","10944520"
"12","ADAM12","ITGB1","HPMR,fantom5","10944520"
"13","ADAM12","SDC4","fantom5,HPMR","12509413"
"14","ADAM15","ITGA5","fantom5,HPMR","9914169,952"
"15","ADAM15","ITGA9","fantom5,HPMR","10944520"
"16","ADAM15","ITGAV","fantom5","9914169"
"17","ADAM15","ITGB1","HPMR,fantom5","9914169,109"
"18","ADAM15","ITGB3","fantom5,HPMR","9516430"
"19","ADAM17","ERBB4","fantom5,HPRD","15534001"
"20","ADAM17","ITGA5","HPMR,fantom5","14970227"
"21","ADAM17","ITGB1","HPMR,fantom5","14970227"
"22","ADAM17","NOTCH1","HPRD,fantom5","10882063,96"
"23","ADAM23","ITGA5","fantom5,HPMR","10749942"
"24","ADAM23","ITGB3","fantom5,HPMR","10749942"
"25","ADAM28","ITGA4","fantom5,HPRD","11724793"
"26","ADAM2","CD9","fantom5,HPRD","10518536"
"27","ADAM2","ITGA6","fantom5,HPMR","9889149"
"28","ADAM2","ITGA9","fantom5","21060781"
"29","ADAM2","ITGB1","HPMR,fantom5","9889149"
"30","ADAM2","ITGB7","fantom5","21060781"
"31","ADAM9","ITGA3","HPRD,fantom5","15361064"
"32","ADAM9","ITGA6","HPMR,fantom5,HPRD","10825303,15"
"33","ADAM9","ITGAV","HPRD,HPMR,fantom5","11162558,15"
"34","ADAM9","ITGB1","fantom5,HPMR","10825303"
"35","ADAM9","ITGB5","HPMR,fantom5","11162558"
"36","ADCYAP1","ADCYAP1R1","HPRD,reactome,fantom5,IUPHAR,HPMR","10100920,8703026,10583729,16930633,11931347,8253796"
"37","ADCYAP1","ADRB2","reactome",""
"38","ADCYAP1","ADRB3","reactome",""
"39","ADCYAP1","GPR20","reactome",""
"40","ADCYAP1","GPR84","reactome",""
"41","ADCYAP1","PTH1R","reactome",""
"42","ADCYAP1","RAMP2","reactome",""
"43","ADCYAP1","RAMP3","reactome",""
"44","ADCYAP1","SCTR","HPRD,fantom5","1335692"
"45","ADCYAP1","TSHR","reactome",""
"46","ADCYAP1","VIPR1","reactome,HPRD,HPMR,IUPHAR,fantom5","11897681,9928018,11931347,16930633,8791009,12429744"
"47","ADCYAP1","VIPR2","HPRD,fantom5,IUPHAR","16930633,11978642,9928018,11931347,8146174"
"48","ADIPOQ","ADIPOR1","HPMR,fantom5","12802337"
"49","ADIPOQ","ADIPOR2","HPRD,fantom5,HPMR","12802337"
"50","ADM2","ADCYAP1R1","reactome",""
"51","ADM2","ADRB2","reactome",""
"52","ADM2","ADRB3","reactome",""
"53","ADM2","CALCR","fantom5,IUPHAR","15692146"
"54","ADM2","CALCRL","fantom5,HPMR","14615490"
"55","ADM2","GPR20","reactome",""
"56","ADM2","GPR84","reactome",""
"57","ADM2","PTH1R","reactome",""
"58","ADM2","RAMP1","HPMR,fantom5","12684503"
"59","ADM2","RAMP2","reactome",""
"60","ADM2","RAMP3","reactome",""
"61","ADM2","TSHR","reactome",""
"62","ADM2","VIPR1","reactome",""
"63","ADM","ADCYAP1R1","reactome",""
"64","ADM","ADRB2","reactome",""
"65","ADM","ADRB3","reactome",""
"66","ADM","CALCR","IUPHAR,fantom5","15692146,13"
"67","ADM","CALCRL","HPMR,fantom5,HPRD","9620797"
"68","ADM","GPR182","fantom5,HPMR","7592696"
"69","ADM","GPR20","reactome",""
"70","ADM","GPR84","reactome",""
"71","ADM","MRGPRX2","HPMR,IUPHAR,fantom5","16111673,16"
"72","ADM","PTH1R","reactome",""
"73","ADM","RAMP2","HPMR,fantom5,reactome","9620797"
"74","ADM","RAMP3","reactome",""
"75","ADM","TSHR","reactome",""
"76","ADM","VIPR1","reactome",""
"77","AGRN","ATP1A3","fantom5","16630822"
"78","AGRN","ITGB1","reactome",""
"79","AGRN","LRP1","reactome",""
"80","AGRN","LRP2","reactome",""
"81","AGRN","LRP4","reactome,fantom5","18848351"
"82","AGRN","MUSK","fantom5,HPMR,reactome","8653787"
"83","AGRP","MC3R","HPRD,HPMR,IUPHAR,fantom5","9311920,9819197,9893984,11747427"
"84","AGRP","MC4R","HPMR,fantom5,IUPHAR,HPRD","9311920,9299416,10318826,11747427,12815165"
"85","AGRP","MC5R","HPRD,fantom5,IUPHAR","9892020"
"86","AGRP","SDC3","fantom5","11461706"
"87","AGT","ADRA2A","reactome",""
"88","AGT","AGTR1","HPMR,IUPHAR,fantom5,HPRD","10993080,15930094,21464395,10193788,12006574,15930094"
"89","AGT","AGTR2","HPRD,fantom5,IUPHAR,HPMR","8315512,8185599,17138938,21464395,2775266,7850406,8242249,8185599"
"90","AGT","GRM7","reactome",""
"91","AGT","LRP2","fantom5,HPMR","15467006"
"92","AGT","MAS1","fantom5,HPMR,HPRD","12829792"
"93","AGT","MTNR1A","reactome",""
"94","AHSG","INSR","HPRD,fantom5","7906861"
"95","ALB","LRP2","HPRD,fantom5","11158855,89"
"96","ALOX5AP","ALOX5","IUPHAR,fantom5,HPRD",""
"97","AMELX","LAMP1","fantom5","20382373"
"98","AMELY","LAMP1","fantom5","20382373"
"99","AMH","ACVR1","fantom5","14656470"
"100","AMH","AMHR2","HPMR,fantom5,uniprot,HPRD","7997230,889"
"101","AMH","EGFR","HPRD,fantom5","8596488"
"102","ANGPT1","ITGA5","HPRD,fantom5","15781448"
"103","ANGPT1","ITGB1","fantom5",""
"104","ANGPT1","TEK","HPRD,HPMR,IUPHAR,fantom5","8980223,9723709,8980223,12427764,8980224"
"105","ANGPT1","TIE1","HPMR,fantom5","11172728"
"106","ANGPT2","TEK","HPMR,fantom5,HPRD","9204896,972"
"107","ANGPT2","TIE1","fantom5",""
"108","ANGPT4","TEK","HPRD,fantom5,IUPHAR","10051567"
"109","ANGPT4","TIE1","fantom5",""
"110","ANGPTL1","TEK","fantom5,HPRD","10051567"
"111","ANGPTL2","TIE1","fantom5",""
"112","ANGPTL3","ITGA5","HPRD,fantom5","11877390"
"113","ANGPTL3","ITGAV","HPRD,fantom5","11877390"
"114","ANGPTL3","ITGB3","HPRD,fantom5","11877390"
"115","ANGPTL4","TIE1","fantom5",""
"116","ANOS1","FGFR1","fantom5","19696444"
"117","ANOS1","SDC2","HPRD,fantom5",""
"118","ANXA1","ADRA2A","reactome",""
"119","ANXA1","DYSF","HPRD,fantom5","14506282"
"120","ANXA1","EGFR","fantom5,HPRD","15581623"
"121","ANXA1","FPR1","HPRD,IUPHAR,fantom5,HPMR","10882119,13"
"122","ANXA1","FPR2","IUPHAR,fantom5","12368905,10882119,12560218,16278303"
"123","ANXA1","FPR3","IUPHAR,fantom5","15187149"
"124","ANXA1","GRM7","reactome",""
"125","ANXA1","MTNR1A","reactome",""
"126","APLN","ADRA2A","reactome",""
"127","APLN","APLNR","HPMR,fantom5,IUPHAR,HPRD","10617103,9792798,12603839,15341513,10777510,12939143,11336787"
"128","APLN","GRM7","reactome","10617103,9792798,12603839,15341513,10777510,12939143,11336787"
"129","APLN","MTNR1A","reactome",""
"130","APOA1","LDLR","reactome",""
"131","APOA1","LRP1","reactome",""
"132","APOA1","LRP2","reactome",""
"133","APOA2","LDLR","reactome",""
"134","APOA2","LRP1","reactome",""
"135","APOA2","LRP2","reactome",""
"136","APOA4","LDLR","reactome",""
"137","APOA4","LRP1","reactome",""
"138","APOA4","LRP2","reactome",""
"139","APOB","ADRB2","reactome",""
"140","APOB","CALCR","fantom5",""
"141","APOB","ITGAM","fantom5",""
"142","APOB","ITGB2","fantom5",""
"143","APOB","LDLR","fantom5,HPMR,HPRD,reactome","11327878,12"
"144","APOB","LRP1","reactome",""
"145","APOB","LRP2","reactome,HPRD,fantom5","10330424"
"146","APOB","LRP6","fantom5",""
"147","APOB","LRP8","fantom5",""
"148","APOB","LSR","fantom5","7615497"
"149","APOB","MTTP","reactome",""
"150","APOB","OLR1","fantom5","9763524"
"151","APOB","TLR4","reactome",""
"152","APOB","TLR6","reactome",""
"153","APOB","VLDLR","reactome",""
"154","APOC1","VLDLR","reactome",""
"155","APOC2","LDLR","reactome",""
"156","APOC2","LRP1","reactome",""
"157","APOC2","LRP2","reactome",""
"158","APOC3","LDLR","reactome",""
"159","APOC3","LRP1","reactome",""
"160","APOC3","LRP2","reactome",""
"161","APOC3","SDC2","fantom5",""
"162","APOC3","TLR2","fantom5",""
"163","APOC4","VLDLR","reactome",""
"164","APOD","LEPR","fantom5,HPRD","11344130"
"165","APOE","CHRNA4","fantom5",""
"166","APOE","LDLR","HPMR,fantom5,reactome,HPRD","11327878,12"
"167","APOE","LRP1","HPRD,reactome,fantom5","11421580"
"168","APOE","LRP2","fantom5,HPRD,reactome","11421580"
"169","APOE","LRP5","fantom5,HPMR","9832610)"
"170","APOE","LRP8","HPRD,HPMR,fantom5","12950167,12167620,12950167"
"171","APOE","SCARB1","HPRD,fantom5","12138091"
"172","APOE","SORL1","HPMR,fantom5","11294867"
"173","APOE","VLDLR","HPRD,HPMR,fantom5","12870663,12"
"174","APP","ADRA2A","reactome",""
"175","APP","CAV1","fantom5,HPRD","9553108"
"176","APP","CD74","fantom5","19849849"
"177","APP","FPR2","fantom5,IUPHAR","11316806,11"
"178","APP","GPC1","HPRD,fantom5","15084524"
"179","APP","GRM7","reactome",""
"180","APP","LRP1","fantom5,HPRD","12212791,75"
"181","APP","MTNR1A","reactome",""
"182","APP","NCSTN","fantom5,HPRD","10993067"
"183","APP","NGFR","fantom5",""
"184","APP","SLC45A3","fantom5",""
"185","APP","TNFRSF21","fantom5","19225519"
"186","AREG","EGFR","HPMR,cellsignal.com,IUPHAR,fantom5,HPRD","2466334,101"
"187","AREG","ERBB3","fantom5","8702723"
"188","ARF1","CHRM3","fantom5,HPRD","12799371"
"189","ARF1","INSR","HPRD,fantom5","9197239"
"190","ARF1","PLD2","HPRD,IUPHAR,fantom5","12519790,11"
"191","ARPC5","ADRB2","reactome",""
"192","ARPC5","LDLR","reactome",""
"193","ARPC5","LRP2","reactome",""
"194","ARTN","GFRA1","reactome,fantom5","9883723"
"195","ARTN","GFRA2","reactome",""
"196","ARTN","GFRA3","HPRD,reactome,uniprot,fantom5,HPMR","9883723"
"197","ARTN","RET","reactome,fantom5,HPMR","9883723"
"198","ASIP","ATRN","fantom5,HPMR","11137996"
"199","ASIP","F11R","fantom5,HPRD","11447115"
"200","ASIP","MC1R","HPRD,fantom5,HPMR","12851328,91"
"201","ASIP","MC2R","HPRD,fantom5","9058374"
"202","ASIP","MC3R","HPRD,fantom5","9058374"
"203","ASIP","MC4R","fantom5,HPRD","9058374"
"204","ASIP","MC5R","fantom5,HPRD","9058374"
"205","ASIP","MGRN1","HPMR,fantom5",""
"206","AVP","ADCYAP1R1","reactome",""
"207","AVP","ADRB2","reactome",""
"208","AVP","ADRB3","reactome",""
"209","AVP","AVPR1A","HPRD,HPMR,fantom5,IUPHAR","1560825,8106369,8106369,9884074,9334232,10780976,9322919,12446593,9459574,15084136,9264324,10866830,9864265,10519430"
"210","AVP","AVPR1B","HPRD,HPMR,fantom5,IUPHAR","7929452,9884074,10780976,9322919,12446593,9459574,15084136,9264324,9864265,10519430,16158071"
"211","AVP","AVPR2","HPMR,IUPHAR,fantom5,HPRD","11857925,9884074,10780976,9322919,12446593,9459574,15084136,9264324,9864265,10519430,7774575,11012895"
"212","AVP","GPR20","reactome",""
"213","AVP","GPR84","reactome",""
"214","AVP","LDLR","reactome",""
"215","AVP","LRP2","reactome",""
"216","AVP","OXTR","IUPHAR,fantom5,HPRD","12446593,15084136,10519430,7774575,11337500,16158071,7475979,8955347,7921229"
"217","AVP","PTH1R","reactome",""
"218","AVP","RAMP2","reactome",""
"219","AVP","RAMP3","reactome",""
"220","AVP","TSHR","reactome",""
"221","AVP","VIPR1","reactome",""
"222","AZGP1","ITGAV","HPRD,fantom5","9813179"
"223","B2M","CD1A","HPRD,fantom5","12833155"
"224","B2M","CD1B","fantom5,HPRD","12118248"
"225","B2M","CD247","fantom5",""
"226","B2M","CD3D","fantom5",""
"227","B2M","CD3G","fantom5",""
"228","B2M","HFE","fantom5,HPRD","10791995"
"229","B2M","HLA-F","HPRD,fantom5","11169396"
"230","B2M","KIR2DL1","fantom5",""
"231","B2M","KIR2DL3","fantom5",""
"232","B2M","KIR3DL1","fantom5",""
"233","B2M","KLRC1","reactome,fantom5",""
"234","B2M","KLRC2","reactome",""
"235","B2M","KLRD1","reactome,fantom5",""
"236","B2M","LILRB1","fantom5,HPRD","12897781"
"237","B2M","LILRB2","fantom5",""
"238","B2M","TFRC","fantom5",""
"239","BCAN","EGFR","fantom5",""
"240","BCAN","NRCAM","fantom5",""
"241","BDNF","DDR1","fantom5",""
"242","BDNF","DRD4","fantom5",""
"243","BDNF","NGFR","fantom5,IUPHAR",""
"244","BDNF","NGFRAP1","HPMR,fantom5","7644540"
"245","BDNF","NTRK2","HPRD,HPMR,uniprot,fantom5","7644540,931"
"246","BDNF","SORT1","fantom5,HPRD","15987945"
"247","BGN","LY96","fantom5",""
"248","BGN","TLR1","fantom5",""
"249","BGN","TLR2","fantom5","16025156"
"250","BGN","TLR4","fantom5","16025156"
"251","BMP10","ACVR2A","HPMR,fantom5","16049014"
"252","BMP10","ACVRL1","HPMR,fantom5","17068149"
"253","BMP10","BMPR1A","uniprot,fantom5,HPMR","16049014"
"254","BMP10","BMPR1B","uniprot","16049014"
"255","BMP10","BMPR2","fantom5,uniprot,HPMR","16049014"
"256","BMP10","ENG","fantom5","21737454"
"257","BMP15","BMPR1A","uniprot","2419820"
"258","BMP15","BMPR1B","HPRD,fantom5,uniprot,HPMR","12044914,12"
"259","BMP15","BMPR2","HPMR,fantom5,uniprot","12419820"
"260","BMP2","ACVR1","HPRD,fantom5","8006002"
"261","BMP2","ACVR2B","HPRD,fantom5","15064755"
"262","BMP2","BMPR1A","HPRD,uniprot,fantom5,HPMR","12700180,11263668,10881198,10692589,15064755"
"263","BMP2","BMPR1B","uniprot,fantom5,HPMR,HPRD","12700180,7811286,9872992,15064755"
"264","BMP2","BMPR2","HPRD,fantom5,uniprot,HPMR","11263668,11"
"265","BMP2","ENG","HPRD,fantom5","9872992"
"266","BMP2","HFE2","fantom5","18287331"
"267","BMP4","BMPR1A","HPRD,uniprot,fantom5,HPMR","8006002,11241215,8702914,7644468"
"268","BMP4","BMPR1B","HPRD,HPMR,uniprot,fantom5","8006002,11282024,8702914,7811286"
"269","BMP4","BMPR2","HPRD,HPMR,uniprot,fantom5","7673243,7644468,8702914"
"270","BMP4","HFE2","fantom5",""
"271","BMP5","BMPR1A","fantom5,uniprot,HPRD","11580864"
"272","BMP5","BMPR1B","uniprot",""
"273","BMP5","BMPR2","uniprot",""
"274","BMP5","HFE2","fantom5",""
"275","BMP6","ACVR1","fantom5,HPMR","12297674"
"276","BMP6","ACVR2A","fantom5,HPRD","10504300"
"277","BMP6","BMPR1A","uniprot,fantom5,HPMR,HPRD","12297674,10504300,11401330"
"278","BMP6","BMPR1B","HPRD,fantom5,uniprot","10504300,11"
"279","BMP6","BMPR2","HPRD,uniprot,fantom5","11401330"
"280","BMP7","ACVR1","HPRD,HPMR,fantom5","12297674,8"
"281","BMP7","ACVR2A","fantom5,HPMR,HPRD","7790373,9748228,12667445"
"282","BMP7","ACVR2B","fantom5,HPRD","9748228"
"283","BMP7","BMPR1A","HPMR,fantom5,uniprot,HPRD","12297674,7791754,8605097"
"284","BMP7","BMPR1B","fantom5,uniprot,HPMR,HPRD","10631182,86"
"285","BMP7","BMPR2","HPRD,fantom5,uniprot","7791754"
"286","BMP7","ENG","fantom5,HPRD","9872992"
"287","BMP8A","BMPR1A","uniprot",""
"288","BMP8A","BMPR1B","uniprot",""
"289","BMP8A","BMPR2","uniprot",""
"290","BMP8B","BMPR1A","uniprot",""
"291","BMP8B","BMPR1B","uniprot",""
"292","BMP8B","BMPR2","uniprot",""
"293","BST1","CAV1","HPRD,fantom5","11866528"
"294","BTC","EGFR","HPRD,IUPHAR,cellsignal.com,fantom5,HPMR","8144591,953"
"295","BTC","ERBB2","HPRD,reactome,fantom5,cellsignal.com","9662041"
"296","BTC","ERBB3","cellsignal.com","9312020"
"297","BTC","ERBB4","HPRD,fantom5,cellsignal.com,IUPHAR,HPMR","10214951,11"
"298","BTLA","CD247","fantom5",""
"299","BTLA","CD79A","fantom5","19155498"
"300","BTLA","TNFRSF14","uniprot,IUPHAR,literature,fantom5,HPRD","22437870"
"301","BTLA","VTCN1","fantom5,HPRD","12796776"
"302","C1QA","CD93","HPRD,fantom5","9476117"
"303","C1QA","CR1","fantom5,HPRD","10528211"
"304","C1QA","CSPG4","HPRD,fantom5","9013976"
"305","C1QB","LRP1","fantom5","11560994"
"306","C1QTNF1","AVPR2","HPRD,fantom5","12409230"
"307","C1QTNF5","MFRP","HPRD,fantom5","12944416"
"308","C1orf112","PLSCR4","fantom5",""
"309","C1orf194","PLSCR4","fantom5",""
"310","C3","ADRA2A","reactome",""
"311","C3","C3AR1","HPRD,IUPHAR,fantom5,HPMR","11342658,21"
"312","C3","C5AR2","HPRD,fantom5","11773063"
"313","C3","CD19","fantom5","15454921"
"314","C3","CD46","HPRD,fantom5","1717583"
"315","C3","CD81","fantom5",""
"316","C3","CR1","fantom5,HPRD","9988761,104"
"317","C3","GRM7","reactome",""
"318","C3","IFITM1","fantom5",""
"319","C3","ITGAM","HPRD,fantom5","4062888,111"
"320","C3","ITGAX","HPRD,fantom5,HPMR","4062888,751"
"321","C3","ITGB2","fantom5,HPMR","4062888"
"322","C3","LRP1","HPRD,HPMR,fantom5","10608878"
"323","C3","MTNR1A","reactome",""
"324","C4A","C3AR1","HPRD,fantom5","9725198"
"325","C4A","C5AR2","fantom5,HPRD","11773063"
"326","C4A","CR1","HPRD,fantom5","8422437"
"327","C4BPA","BMPR2","HPRD,fantom5","15188402"
"328","C4BPA","CD40","fantom5","12818164"
"329","C4BPA","LRP1","HPRD,fantom5","11705989"
"330","C4B","CD46","HPRD,fantom5","1717583"
"331","C4B","CR1","HPRD,fantom5","10528211"
"332","C5","ADRA2A","reactome",""
"333","C5","C5AR1","HPMR,IUPHAR,fantom5,HPRD","1847994,10602324,9881961,15661745,11773063,9553099"
"334","C5","C5AR2","fantom5,IUPHAR,HPMR","11773063,13"
"335","C5","GRM7","reactome",""
"336","C5","MTNR1A","reactome",""
"337","C6orf15","DDR1","fantom5",""
"338","CALCA","ADCYAP1R1","reactome",""
"339","CALCA","ADRB2","reactome",""
"340","CALCA","ADRB3","reactome",""
"341","CALCA","CALCR","fantom5,IUPHAR,HPMR","2158663,15692146,11023820,9487987,14722252,7588285,12565884,10342886,11033437"
"342","CALCA","CALCRL","HPRD,fantom5,HPMR","9620797,8626685,14668209,3001670,12234182"
"343","CALCA","GPR20","reactome",""
"344","CALCA","GPR84","reactome",""
"345","CALCA","PTH1R","reactome",""
"346","CALCA","RAMP1","HPRD,fantom5,HPMR","9620797,122"
"347","CALCA","RAMP2","HPRD,reactome,fantom5","16531504"
"348","CALCA","RAMP3","reactome",""
"349","CALCA","TSHR","reactome",""
"350","CALCA","VIPR1","reactome",""
"351","CALCB","ADCYAP1R1","reactome",""
"352","CALCB","ADRB2","reactome",""
"353","CALCB","ADRB3","reactome",""
"354","CALCB","CALCR","fantom5,IUPHAR","15692146"
"355","CALCB","CALCRL","fantom5,HPMR","12196113"
"356","CALCB","GPR20","reactome",""
"357","CALCB","GPR84","reactome",""
"358","CALCB","PTH1R","reactome",""
"359","CALCB","RAMP1","HPMR,fantom5","12529937"
"360","CALCB","RAMP2","reactome",""
"361","CALCB","RAMP3","reactome",""
"362","CALCB","TSHR","reactome",""
"363","CALCB","VIPR1","reactome",""
"364","CALM1","ABCA1","fantom5",""
"365","CALM1","ADCY8","fantom5,HPRD",""
"366","CALM1","ADCYAP1R1","fantom5,HPRD",""
"367","CALM1","AQP6","fantom5",""
"368","CALM1","CACNA1C","fantom5",""
"369","CALM1","CALCR","HPRD,fantom5",""
"370","CALM1","CNGA2","HPRD,fantom5",""
"371","CALM1","CRHR1","HPRD,fantom5",""
"372","CALM1","EGFR","fantom5,HPRD",""
"373","CALM1","FAS","fantom5,HPRD",""
"374","CALM1","GLP1R","HPRD,fantom5",""
"375","CALM1","GLP2R","fantom5,HPRD",""
"376","CALM1","GP6","fantom5",""
"377","CALM1","GRM3","fantom5,HPRD",""
"378","CALM1","GRM4","HPRD,fantom5",""
"379","CALM1","GRM5","HPRD,fantom5",""
"380","CALM1","GRM7","HPRD,fantom5",""
"381","CALM1","HMMR","HPRD,fantom5",""
"382","CALM1","HTR2C","fantom5,HPRD",""
"383","CALM1","INSR","fantom5,HPRD",""
"384","CALM1","KCNN4","HPRD,fantom5",""
"385","CALM1","KCNQ1","fantom5",""
"386","CALM1","KCNQ3","HPRD,fantom5",""
"387","CALM1","KCNQ5","HPRD,fantom5",""
"388","CALM1","MIP","fantom5,HPRD",""
"389","CALM1","MYLK","HPRD,IUPHAR,fantom5",""
"390","CALM1","MYLK2","fantom5,IUPHAR",""
"391","CALM1","OPRM1","HPRD,fantom5",""
"392","CALM1","PDE1A","HPRD,fantom5,IUPHAR",""
"393","CALM1","PDE1B","IUPHAR,fantom5",""
"394","CALM1","PDE1C","IUPHAR,fantom5",""
"395","CALM1","PLPP6","fantom5",""
"396","CALM1","PTH2R","HPRD,fantom5",""
"397","CALM1","PTPRA","fantom5,HPRD",""
"398","CALM1","SCN10A","fantom5",""
"399","CALM1","SCN4A","fantom5",""
"400","CALM1","SCTR","fantom5,HPRD",""
"401","CALM1","SELL","fantom5",""
"402","CALM1","TRPC3","HPRD,fantom5",""
"403","CALM1","TRPC5","fantom5","15987684"
"404","CALM1","VIPR1","fantom5,HPRD",""
"405","CALM2","ABCA1","fantom5",""
"406","CALM2","ADCY8","fantom5",""
"407","CALM2","AQP6","fantom5",""
"408","CALM2","CACNA1C","fantom5",""
"409","CALM2","EGFR","HPRD,fantom5",""
"410","CALM2","GP6","fantom5",""
"411","CALM2","GRM5","HPRD,fantom5",""
"412","CALM2","GRM7","HPRD,fantom5",""
"413","CALM2","INSR","HPRD,fantom5",""
"414","CALM2","KCNQ1","fantom5",""
"415","CALM2","KCNQ3","HPRD,fantom5",""
"416","CALM2","KCNQ5","HPRD,fantom5",""
"417","CALM2","MYLK","fantom5,IUPHAR",""
"418","CALM2","MYLK2","fantom5,IUPHAR",""
"419","CALM2","PDE1A","IUPHAR,fantom5",""
"420","CALM2","PDE1B","IUPHAR,fantom5",""
"421","CALM2","PDE1C","fantom5,IUPHAR",""
"422","CALM2","PLPP6","fantom5",""
"423","CALM2","SCN10A","fantom5",""
"424","CALM2","SCN4A","fantom5",""
"425","CALM2","SELL","fantom5",""
"426","CALM2","TRPC5","fantom5",""
"427","CALM3","ABCA1","fantom5",""
"428","CALM3","ADCY8","fantom5",""
"429","CALM3","AQP6","fantom5",""
"430","CALM3","EGFR","fantom5,HPRD",""
"431","CALM3","GP6","fantom5",""
"432","CALM3","GRM5","HPRD,fantom5",""
"433","CALM3","GRM7","HPRD,fantom5",""
"434","CALM3","INSR","fantom5,HPRD",""
"435","CALM3","KCNQ1","fantom5",""
"436","CALM3","KCNQ3","HPRD,fantom5",""
"437","CALM3","KCNQ5","fantom5,HPRD",""
"438","CALM3","MYLK","fantom5,IUPHAR",""
"439","CALM3","MYLK2","IUPHAR,fantom5",""
"440","CALM3","PDE1A","IUPHAR,fantom5",""
"441","CALM3","PDE1B","fantom5,IUPHAR",""
"442","CALM3","PDE1C","fantom5,IUPHAR",""
"443","CALM3","PLPP6","fantom5",""
"444","CALM3","SCN10A","fantom5",""
"445","CALM3","SCN4A","fantom5",""
"446","CALM3","SELL","fantom5",""
"447","CALM3","TRPC5","fantom5",""
"448","CALR","HLA-F","fantom5",""
"449","CALR","ITGA2B","HPRD,fantom5","14985176"
"450","CALR","ITGA3","fantom5,HPRD","8006073,113"
"451","CALR","ITGAV","fantom5,HPRD","12196561"
"452","CALR","LRP1","HPRD,fantom5","14980518,13"
"453","CALR","MTNR1A","HPRD,fantom5","17215244"
"454","CALR","SCARF1","fantom5,HPMR,HPRD","15371419"
"455","CALR","TSHR","fantom5,HPRD","12383251"
"456","CAMP","EGFR","fantom5",""
"457","CAMP","FPR2","IUPHAR,fantom5,HPMR,HPRD","11015447"
"458","CAMP","IGF1R","fantom5",""
"459","CAMP","P2RX7","fantom5",""
"460","CCK","CCKAR","HPRD,fantom5,HPMR","10368033,10400673,10400673,11300760,9006937,9603948,10595537"
"461","CCK","CCKBR","HPRD,IUPHAR,fantom5,HPMR","10368033,10438490,8349705,7681836,10438490,12695525,15068617,15520004,15001692"
"462","CCL11","ACKR1","literature","10699158"
"463","CCL11","ACKR2","HPRD,literature,fantom5","10699158"
"464","CCL11","ACKR4","fantom5,HPRD","10734104"
"465","CCL11","CCR2","IUPHAR,fantom5,HPRD","12554737,15207250,11264152"
"466","CCL11","CCR3","fantom5,literature,IUPHAR,HPMR,HPRD","10699158"
"467","CCL11","CCR5","HPRD,fantom5,IUPHAR,literature","10699158"
"468","CCL11","CXCR3","IUPHAR,fantom5","9660793"
"469","CCL13","ACKR1","literature","10699158"
"470","CCL13","ACKR2","HPRD,literature,fantom5","10699158"
"471","CCL13","ACKR4","fantom5,HPRD","10734104"
"472","CCL13","CCR1","literature,IUPHAR,fantom5","10699158"
"473","CCL13","CCR2","HPRD,HPMR,literature,IUPHAR,fantom5","10699158"
"474","CCL13","CCR3","HPRD,HPMR,fantom5,IUPHAR,literature","10699158"
"475","CCL13","CCR5","IUPHAR,fantom5,HPRD","9790730,105"
"476","CCL13","CCR9","fantom5",""
"477","CCL13","CXCR3","fantom5,IUPHAR","9660793"
"478","CCL14","ACKR1","literature","9405404"
"479","CCL14","ACKR2","HPRD,fantom5","9660793"
"480","CCL14","CCR1","HPRD,HPMR,literature,IUPHAR,fantom5","9405404"
"481","CCL14","CCR3","HPRD,fantom5","11085751"
"482","CCL14","CCR5","IUPHAR,fantom5,HPMR,HPRD","12964882,16298345,11085751"
"483","CCL15","CCR1","HPRD,fantom5,literature,IUPHAR,HPMR","10699158"
"484","CCL15","CCR3","HPMR,fantom5,IUPHAR,literature,HPRD","10699158"
"485","CCL16","ADRA2A","reactome",""
"486","CCL16","CCR1","HPRD,HPMR,fantom5","11470772,11"
"487","CCL16","CCR2","IUPHAR,fantom5,HPMR,HPRD","11470772"
"488","CCL16","CCR5","IUPHAR,fantom5,HPRD","11470772"
"489","CCL16","CCR8","HPRD,fantom5","10910894"
"490","CCL16","GRM7","reactome",""
"491","CCL16","HRH4","IUPHAR,fantom5,HPRD","15265943"
"492","CCL16","MTNR1A","reactome",""
"493","CCL17","ACKR1","literature","10699158"
"494","CCL17","ACKR2","literature","10699158"
"495","CCL17","CCR4","HPRD,HPMR,IUPHAR,literature,fantom5","10699158"
"496","CCL17","CCR8","fantom5,literature,HPRD","10699158"
"497","CCL17","ACKR1","HPRD,fantom5","13679391"
"498","CCL18","C14orf1","fantom5,HPRD","16169070"
"499","CCL19","ACKR2","HPRD,fantom5","10706668"
"500","CCL19","ACKR4","fantom5,IUPHAR,HPRD","23341447,11"
"501","CCL19","ADRA2A","reactome",""
"502","CCL19","CCR10","fantom5,HPRD","10706668"
